Mods count: 360
 
                                             jar name                                               |    notes     |                      mod id                      |                                   mod name                                   |         mod version         |                                                                                                                                                                                                   mixin configs                                                                                                                                                                                                   |              modrinth hash               | curseforge hash
    /META-INF/jarjar/sable-companion-common-1.21.1-1.6.0.jar                                        |              | sablecompanion                                   | Sable Companion                                                              | 1.6.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
petrolsparts-1.21.1-1.3.3.jar                                                                       |              | petrolsparts                                     | Petrol's Parts                                                               | 1.3.3                       | petrolsparts.mixins.json                                                                                                                                                                                                                                                                                                                                                                                          | e931c930ab4f2149cd19306ec976d648a370f826 | 989163474      
PickUpNotifier-v21.1.1-1.21.1-NeoForge.jar                                                          |              | pickupnotifier                                   | Pick Up Notifier                                                             | 21.1.1                      | pickupnotifier.common.mixins.json, pickupnotifier.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                            | 90d3fe207c95a3a5d849ebf8d70ffa885694e30f | 3062745103     
pipez-neoforge-1.21.1-1.2.31.jar                                                                    |              | pipez                                            | Pipez                                                                        | 1.21.1-1.2.31               |                                                                                                                                                                                                                                                                                                                                                                                                                   | a5671f7e8d38dfc092ace4091250e8f9e1245e1e | 411466094      
Platform-neoforge-1.21.1-1.3.3.jar                                                                  |              | platform                                         | Platform                                                                     | 1.3.3                       | platform.mixins.json, platform-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                 | 4132ad6809008698b7f489a878e5a33a3879bbfd | 3417190389     
player-animation-lib-forge-2.0.4+1.21.1.jar                                                         |              | playeranimator                                   | Player Animator                                                              | 2.0.4+1.21.1                | playerAnimator-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                 | 05be8ddcc78532b9a5520c718edc6c971cd0057c | 533269171      
ponderer-1.21.1-neoforge-1.10.6.1.jar                                                               |              | ponderer                                         | Ponderer                                                                     | **.**.**.**                    | ponderer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                              | c32e3b10df2618af4aeb5f58569ce01df44fdff7 | 694882768      
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.6-44.jar                                          |              | flywheel                                         | Flywheel                                                                     | 1.0.6-44                    | flywheel.impl.mixins.json, flywheel.impl.neoforge.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/Ponder-NeoForge-1.21.1-1.0.69.jar                                              |              | ponder                                           | Ponder                                                                       | 1.0.69                      | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
ponderjs-neoforge-1.21.1-2.4.0.jar                                                                  |              | ponderjs                                         | PonderJS                                                                     | 1.21.1-2.4.0                | ponderjs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                              | 9c35c5c31a613d58fc06e591e455bccfc3de6022 | 1117357919     
    /META-INF/jarjar/ponder-neoforge-1.0.81+mc1.21.1.jar                                            |              | ponder                                           | Ponder                                                                       | 1.0.81+mc1.21.1             | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.5.jar                                             |              | flywheel                                         | Flywheel                                                                     | 1.0.5                       | flywheel.impl.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                                                                           |                                          |                
ProbeJS-8.0.2.jar                                                                                   |              | probejs                                          | ProbeJS                                                                      | 8.0.2                       | probejs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                               | 1d7d75f040cf8f9b9bd7aa52a1ac5e82c3edb31f | 4207338400     
    /META-INF/jarjar/javaparser-core-3.24.8.jar                                                     |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/javaparser-symbol-solver-core-3.24.8.jar                                       |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar                                                             |              | puzzleslib                                       | Puzzles Lib                                                                  | 21.1.52                     | puzzleslib.common.mixins.json, puzzleslib.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                    | 66182c3affb9f99624d1d770ca168d2a63af83f6 | 2149074619     
Quad-1.2.9+1.21.1-Neo.jar                                                                           |              | quad                                             | Quad                                                                         | 1.2.9                       | quad.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  | 98e606fc1a7d170ef5c1a54fc08f0ac137cf0b77 | 2353118005     
recharged-0.3.0-1.21.1.jar                                                                          |              | recharged                                        | Recharged                                                                    | 0.3.0-1.21.1                | recharged.mixins.json                                                                                                                                                                                                                                                                                                                                                                                             | 91a98402f50b6bbfdb1edd31008523f17ea5e130 | 1177879353     
rechiseled-1.2.5-neoforge-mc1.21.jar                                                                |              | rechiseled                                       | Rechiseled                                                                   | 1.2.5                       | rechiseled.mixins.json                                                                                                                                                                                                                                                                                                                                                                                            | ed2973c6952caa3173259314276b5b9d72880494 | 745152057      
rechiseled_chipped-2.0-1.21.1.jar                                                                   |              | rechiseled_chipped                               | Rechiseled: Chipped                                                          | 1.3                         | rechiseled_chipped.mixins.json                                                                                                                                                                                                                                                                                                                                                                                    | bed4eb5415d67251ba6b0eca5d56eb0f5963a265 | 948778208      
rechiseledcreate-1.1.1-neoforge-mc1.21.jar                                                          |              | rechiseledcreate                                 | Rechiseled: Create                                                           | 1.1.1                       | rechiseledcreate.mixins.json                                                                                                                                                                                                                                                                                                                                                                                      | 6f7e53f39eb477d7cee8e21af215cd3db698deda | 1091566923     
redstonemanager-neoforge_1.21.1-0.0.9.jar                                                           |              | redstonemanager                                  | Redstone Manager                                                             | 0.0.9                       |                                                                                                                                                                                                                                                                                                                                                                                                                   | 55ea9785262a2687687f7ebe56928815b6592299 | 643465983      
redstonepen-1.21-neoforge-1.11.42.jar                                                               |              | redstonepen                                      | Redstone Pen                                                                 | 1.11.42                     | redstonepen.mixins.json                                                                                                                                                                                                                                                                                                                                                                                           | 4c9a706061c0e303a02431905a4fbb63c28d14be | 3720119657     
reeses-sodium-options-neoforge-1.8.3+mc1.21.4.jar                                                   |              | reeses_sodium_options                            | Reese's Sodium Options                                                       | 1.8.3+mc1.21.4              | reeses-sodium-options.mixins.json                                                                                                                                                                                                                                                                                                                                                                                 | b03d05495be28d8cef7a34872941bb8d703d60e6 | 3206533594     
regions-unexplored-0.6.2-neoforge-21.1.jar                                                          |              | regions_unexplored                               | Regions Unexplored                                                           | 0.6.2                       | regions_unexplored.neoforge.mixins.json, regions_unexplored.mixins.json                                                                                                                                                                                                                                                                                                                                           | 122586c147f0aa1efdc655792b6ef24aebbbba84 | 2584967764     
    /META-INF/jars/json5-java-3.0.0.jar                                                             |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
reliable_advancements-neoforge-1.21.1-5.0.1.jar                                                     |              | reliable_advancements                            | Reliable Advancements                                                        | 5.0.1                       | reliable_advancements.mixins.json, reliable_advancements.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                     | 38be76abe64daaebb5a2d3398d1e3375f2b142ca | 2324116470     
reliable_recipes-neoforge-1.21.1-3.1.5.jar                                                          |              | reliable_recipes                                 | Reliable Recipes                                                             | 3.1.5                       | reliable_recipes.mixins.json, reliable_recipes.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                               | 923ac76239144af9b0a649c52cf5da27057aceb8 | 2823408784     
reliable_recount-neoforge-1.21.1-2.0.3.jar                                                          |              | reliable_recount                                 | Reliable Recount                                                             | 2.0.3                       | reliable_recount.mixins.json, reliable_recount.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                               | b3535e65a2906bd5ff1709765749a641b5f12e08 | 163875572      
reliable_remover-neoforge-1.21.1-2.12.1.jar                                                         |              | reliable_remover                                 | Reliable Remover                                                             | 2.12.1                      | reliable_remover.neoforge.mixins.json, reliable_remover.mixins.json                                                                                                                                                                                                                                                                                                                                               | d99e4b44d9f0d07f67315d53ce7cb3c3d8fc9a1c | 3676476871     
reliable_replacer-neoforge-1.21.1-1.7.0.jar                                                         |              | reliable_replacer                                | Reliable Replacer                                                            | 1.7.0                       | reliable_replacer.mixins.json, reliable_replacer.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                             | 91e2f5b795352cc84879bc80e58d53fe0477a099 | 2732517847     
resourcefullib-neoforge-1.21-3.0.12.jar                                                             |              | resourcefullib                                   | Resourceful Lib                                                              | 3.0.12                      | resourcefullib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                        | 24389c8e48ff0e8594e4686b750c494c66a5f8df | 539815838      
    /META-INF/jars/bytecodecs-1.1.2.jar                                                             |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/yabn-1.0.3.jar                                                                   |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
Resourcify (1.21.1-neoforge)-1.8.5.jar                                                              |              | resourcify                                       | Resourcify                                                                   | 1.8.5                       | mixins.resourcify.json                                                                                                                                                                                                                                                                                                                                                                                            | a25dae7afbd3b5d9ff52159fefbc3ef65baca1aa | 461355507      
RespawningAnimals-v21.1.2-1.21.1-NeoForge.jar                                                       |              | respawninganimals                                | Respawning Animals                                                           | 21.1.2                      | respawninganimals.common.mixins.json, respawninganimals.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                      | 71b853a382ff2a17e91dc1db5728dd205e29cf74 | 2390007399     
rhino-2101.2.7-build.85.jar                                                                         |              | rhino                                            | Rhino                                                                        | 2101.2.7-build.85           |                                                                                                                                                                                                                                                                                                                                                                                                                   | 3c8d34c7efe9e42fc90506acbf9fc842d36f9a42 | 1347363362     
rinku_neoforge_3.0.1_MC_1.21.1.jar                                                                  |              | rinku                                            | Rinku                                                                        | 3.0.1                       | rinku.mixins.json, rinku.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                     | 1a40a034cd9f2d69796484759fa866089d9ffc86 | 3234023878     
    /META-INF/jarjar/de.keksuccino.rinku-neoforge-3.0.1-1.21.1-mod.jar                              |              | rinku                                            | Rinku                                                                        | 3.0.1                       | rinku.mixins.json, rinku.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
roadarchitect-1.6.6-neoforge+1.21.1.jar                                                             |              | roadarchitect                                    | RoadArchitect                                                                | 1.6.6                       |                                                                                                                                                                                                                                                                                                                                                                                                                   | fa82bf30b89efe47a80d18476489ac37564ad94c | 3024447281     
    /META-INF/jarjar/caffeine-3.2.3.jar                                                             |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
roadarchitect_encounters-1.1.0-neoforge+1.21.1.jar                                                  |              | roadarchitect_roadencounters                     | RoadArchitect: Encounters                                                    | 1.1.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                   | 6f04afc5dbe58a3e1cf02a765eb8ba94583c42ea | 2750340256     
roadweaver-neoforge-2.3.1-1.21.1-hotfix.jar                                                         |              | roadweaver                                       | RoadWeaver                                                                   | 2.3.1-1.21.1                | roadweaver.mixins.json                                                                                                                                                                                                                                                                                                                                                                                            | 8e4f9dfb424b56bfd8a78e6636802c652059f67c | 283050919      
    /META-INF/jars/architectury-neoforge-13.0.6.jar                                                 |              | architectury                                     | Architectury                                                                 | 13.0.6                      | architectury.mixins.json, architectury-common.mixins.json                                                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/cloth-config-neoforge-15.0.130-neoforge.jar                                      |              | cloth_config                                     | Cloth Config v15 API                                                         | 15.0.130                    |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
rsec-neoforge-1.21.1-1.1.jar                                                                        |              | rsec                                             | RainShouldExtinguishCampfires                                                | 1.1                         | rsec.mixins.json, rsec.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                       | efeac464b140515ff2e6c60d3126cac7f5fdf1ff | 3040775212     
sawmill-1.21-1.8.0-neoforge.jar                                                                     |              | sawmill                                          | Universal Sawmill                                                            | 1.21-1.8.0                  | sawmill.mixins.json, sawmill-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                   | 5301e4a145d5c57b833a0db237c773a36d1ee8a4 | 2323616845     
servercore-neoforge-1.5.19+1.21.1.jar                                                               |              | servercore                                       | ServerCore                                                                   | 1.5.19+1.21.1               | servercore.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                     | 62ce692654e09271b5c55cbb3a1ef7606d067132 | 72204408       
    /META-INF/jars/dazzleconf-core-1.3.0-M2.jar                                                     |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/dazzleconf-ext-snakeyaml-1.3.0-M2.jar                                            |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/snakeyaml-2.6.jar                                                                |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
shine-2.0.2+1.21.1-neoforge.jar                                                                     |              | shine                                            | Shine                                                                        | 2.0.2+1.21.1-neoforge       | shine.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                 | 63942a634545a89dc133519c228797c192b0fc21 | 4080121987     
shulker_accessories-1.2.0.jar                                                                       |              | shulker_accessories                              | Shulker Accessories                                                          | 1.2.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                   | eea9465c1990b04cf3a1e9d9341f873a72d2b2c6 | 3474470578     
    /META-INF/jarjar/xyz.kwahson.core.kwahs_core-0.4.0.jar                                          |              | kwahs_core                                       | Kwahs Core                                                                   |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
SimpleCustomEarlyLoading-2.2-neoforge.jar                                                           |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   | 511eeeb2f09d569b4e1acaf351cda9f2a6413337 | 2277924751     
Slag-n-Embers-1.21.1-1.1a.jar                                                                       |              | slag                                             | Slag n' Embers                                                               | 1.1a                        | slag.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  | d42f3fb07c70cf90b5b7dac1037aceae5e59f286 | 882677433      
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.6.jar                                             |              | flywheel                                         | Flywheel                                                                     | 1.0.6                       | flywheel.impl.mixins.json, flywheel.impl.neoforge.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/ponder-neoforge-1.0.81+mc1.21.1.jar                                            |              | ponder                                           | Ponder                                                                       | 1.0.81+mc1.21.1             | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/Registrate-MC1.21-1.3.0+67.jar                                                 |              |                                                  |                                                                              |                             |                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
Slag-n-Embers-Create-Compat-1.21.1-1.0a.jar                                                         |              | slag_create                                      | Slag n' Embers Create Compat                                                 | 1.0a                        | slag_create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                           | cba0129ab994edaf0f07dc056987f58fc17025e1 | 661218988      
SlotCycler-v21.1.1-1.21.1-NeoForge.jar                                                              |              | slotcycler                                       | Slot Cycler                                                                  | 21.1.1                      | slotcycler.neoforge.mixins.json, slotcycler.common.mixins.json                                                                                                                                                                                                                                                                                                                                                    | f80396d5531c0f529a35165ed18bb4ba2c13df69 | 649034323      
